Orientation,Length,Nonsyn,HSmut,Convergent,Parallel,Coincidental
CD,107,1,0,0,0,0
CD,107,0,0,0,0,0
CD,107,0,0,0,0,0
CD,108,8,4,0,4,0
CD,108,16,6,0,2,4
CD,108,1,0,0,0,0
CD,109,18,8,0,4,4
CD,109,19,4,0,2,2
CD,109,14,6,0,4,2
CD,109,6,2,0,2,0
CD,109,1,0,0,0,0
CD,110,6,0,0,0,0
CD,110,10,0,0,0,0
CD,110,8,2,0,2,0
CD,110,9,0,0,0,0
CD,110,15,8,2,6,0
CD,110,4,0,0,0,0
CD,110,5,0,0,0,0
CD,110,1,0,0,0,0
CD,110,2,0,0,0,0
CD,111,4,0,0,0,0
CD,111,4,0,0,0,0
CD,111,5,0,0,0,0
CD,111,2,2,0,2,0
CD,112,17,9,0,9,0
CD,112,14,6,0,2,4
CD,112,8,2,0,2,0
CD,112,6,0,0,0,0
CD,112,15,8,0,6,2
CD,112,7,0,0,0,0
CD,112,1,0,0,0,0
CD,112,3,0,0,0,0
CD,113,8,0,0,0,0
CD,113,10,6,0,4,2
CD,113,6,0,0,0,0
CD,113,1,0,0,0,0
CD,113,7,2,0,0,2
CD,114,8,0,0,0,0
CD,114,3,0,0,0,0
CD,114,18,5,0,4,1
CD,114,9,4,0,0,4
CD,114,8,5,0,2,3
CD,114,9,0,0,0,0
CD,114,0,0,0,0,0
CD,115,19,6,0,4,2
CD,115,18,8,0,8,0
CD,115,16,5,0,5,0
CD,115,4,0,0,0,0
CD,115,1,0,0,0,0
CD,115,1,0,0,0,0
CD,116,13,11,0,10,1
CD,116,5,0,0,0,0
CD,116,5,2,0,0,2
CD,116,0,0,0,0,0
CD,116,0,0,0,0,0
CD,117,14,5,0,4,1
CD,117,3,0,0,0,0
CD,117,3,0,0,0,0
CD,117,3,0,0,0,0
CD,117,4,0,0,0,0
CD,117,2,0,0,0,0
CD,118,21,6,0,4,2
CD,118,8,2,0,0,2
CD,118,12,6,0,4,2
CD,118,8,2,0,2,0
CD,118,3,0,0,0,0
CD,118,6,2,0,2,0
CD,118,3,0,0,0,0
CD,118,3,0,0,0,0
CD,119,15,5,0,4,1
CD,119,11,4,0,4,0
CD,119,9,5,0,3,2
CD,119,9,4,0,4,0
CD,119,10,4,0,4,0
CD,119,2,0,0,0,0
CD,119,1,0,0,0,0
CD,119,0,0,0,0,0
CD,120,21,5,0,5,0
CD,120,4,0,0,0,0
CD,120,8,0,0,0,0
CD,120,6,2,0,2,0
CD,120,6,0,0,0,0
CD,120,2,0,0,0,0
CD,120,4,2,0,0,2
CD,120,1,0,0,0,0
CD,120,0,0,0,0,0
CD,120,0,0,0,0,0
CD,121,11,2,0,2,0
CD,121,6,2,0,2,0
CD,121,4,0,0,0,0
CD,121,18,3,0,3,0
CD,121,6,0,0,0,0
CD,121,5,2,0,0,2
CD,121,2,0,0,0,0
CD,121,2,0,0,0,0
CD,122,11,0,0,0,0
CD,122,19,9,0,6,3
CD,122,2,2,0,2,0
CD,123,15,6,0,4,2
CD,123,19,8,0,8,0
CD,123,9,2,0,2,0
CD,123,5,2,0,2,0
CD,123,12,4,0,3,1
CD,123,10,3,0,0,3
CD,123,3,2,0,2,0
CD,123,0,0,0,0,0
CD,123,0,0,0,0,0
CD,124,19,9,0,4,5
CD,124,15,4,0,2,2
CD,124,7,0,0,0,0
CD,124,6,2,0,2,0
CD,124,6,0,0,0,0
CD,124,10,2,0,2,0
CD,124,5,0,0,0,0
CD,124,0,0,0,0,0
CD,124,0,0,0,0,0
CD,125,3,0,0,0,0
CD,125,3,0,0,0,0
CD,125,5,4,0,4,0
CD,125,3,0,0,0,0
CD,125,3,0,0,0,0
CD,125,3,0,0,0,0
CD,126,16,8,0,7,1
CD,126,13,6,0,6,0
CD,126,13,6,0,5,1
CD,126,7,2,0,0,2
CD,126,6,0,0,0,0
CD,126,0,0,0,0,0
CD,127,17,9,0,9,0
CD,127,26,16,0,12,4
CD,127,12,0,0,0,0
CD,127,7,4,0,4,0
CD,127,3,0,0,0,0
CD,127,5,0,0,0,0
CD,127,6,4,0,2,2
CD,127,6,0,0,0,0
CD,127,4,0,0,0,0
CD,127,1,0,0,0,0
CD,127,2,0,0,0,0
CD,128,10,2,0,2,0
CD,128,10,2,0,0,2
CD,128,2,0,0,0,0
CD,129,18,11,0,9,2
CD,129,13,5,0,2,3
CD,129,11,4,0,2,2
CD,129,4,0,0,0,0
CD,129,3,0,0,0,0
CD,129,2,0,0,0,0
CD,130,9,0,0,0,0
CD,130,15,12,0,8,4
CD,130,7,4,0,0,4
CD,130,2,0,0,0,0
CD,130,3,0,0,0,0
CD,130,2,0,0,0,0
CD,131,25,2,0,7,5
CD,131,3,0,0,0,0
CD,131,4,2,0,0,2
CD,131,5,3,0,3,0
CD,132,8,2,0,2,0
CD,132,9,0,0,0,0
CD,132,16,2,0,2,0
CD,132,5,2,0,2,0
CD,132,8,0,0,0,0
CD,132,10,0,0,0,0
CD,132,6,2,0,0,2
CD,132,2,0,0,0,0
CD,133,13,7,0,7,0
CD,133,16,8,0,7,1
CD,133,6,5,0,2,3
CD,133,7,2,0,0,2
CD,133,1,0,0,0,0
CD,134,9,0,0,0,0
CD,134,4,2,0,0,2
CD,134,13,4,0,0,4
CD,134,11,7,0,6,1
CD,134,3,0,0,0,0
CD,135,13,4,0,0,4
CD,135,5,2,0,0,2
CD,135,2,0,0,0,0
CD,135,4,0,0,0,0
CD,136,4,0,0,0,0
CD,136,5,0,0,0,0
CD,136,2,0,0,0,0
CD,136,4,0,0,0,0
CD,137,9,2,0,0,2
CD,137,4,0,0,0,0
CD,138,16,2,0,0,2
CD,138,9,2,0,2,0
CD,138,2,0,0,0,0
CD,138,1,0,0,0,0
CD,138,1,0,0,0,0
CD,139,14,0,0,0,0
CD,139,18,7,0,6,1
CD,139,2,0,0,0,0
CD,139,2,2,0,2,0
CD,140,12,2,0,2,0
CD,140,10,4,0,4,0
CD,140,10,0,0,0,0
CD,140,17,0,0,0,0
CD,140,7,2,0,0,2
CD,140,12,0,0,0,0
CD,140,7,2,0,2,0
CD,140,6,3,0,3,0
CD,140,7,2,0,0,2
CD,140,2,0,0,0,0
CD,140,4,2,0,2,0
CD,141,26,19,0,16,3
CD,141,9,2,0,2,0
CD,141,8,2,0,2,0
CD,141,1,0,0,0,0
CD,141,1,0,0,0,0
CD,141,0,0,0,0,0
CD,141,0,0,0,0,0
CD,142,12,3,0,3,0
CD,142,14,7,0,5,2
CD,142,13,0,0,0,0
CD,142,8,2,0,2,0
CD,142,2,0,0,0,0
CD,143,21,14,0,11,3
CD,143,20,7,0,7,0
CD,143,15,2,0,2,0
CD,143,10,2,0,0,2
CD,143,9,3,0,3,0
CD,143,7,4,0,2,2
CD,143,6,0,0,0,0
CD,143,5,2,0,0,2
CD,143,3,0,0,0,0
CD,143,1,0,0,0,0
CD,143,1,0,0,0,0
CD,144,23,6,0,5,1
CD,144,7,0,0,0,0
CD,144,10,2,0,2,0
CD,144,4,0,0,0,0
CD,144,3,0,0,0,0
CD,144,5,0,0,0,0
CD,144,3,0,0,0,0
CD,144,0,0,0,0,0
CD,145,7,0,0,0,0
CD,145,5,0,0,0,0
CD,145,2,0,0,0,0
CD,145,2,0,0,0,0
CD,145,3,0,0,0,0
CD,145,4,0,0,0,0
CD,145,2,0,0,0,0
CD,145,1,0,0,0,0
CD,146,9,2,0,2,0
CD,146,19,4,0,4,0
CD,146,5,0,0,0,0
CD,146,9,0,0,0,0
CD,146,5,0,0,0,0
CD,146,5,0,0,0,0
CD,146,1,0,0,0,0
CD,146,4,3,0,2,1
CD,146,6,4,0,2,2
CD,147,25,12,2,9,1
CD,147,13,2,0,0,2
CD,147,2,0,0,0,0
CD,147,3,2,0,0,2
CD,147,4,0,0,0,0
CD,147,15,5,0,4,1
CD,147,6,0,0,0,0
CD,147,1,0,0,0,0
CD,147,3,0,0,0,0
CD,147,1,0,0,0,0
CD,147,0,0,0,0,0
CD,148,7,0,0,0,0
CD,148,19,8,0,2,6
CD,148,20,7,0,7,0
CD,148,16,8,0,8,0
CD,148,11,2,0,2,0
CD,148,15,4,0,4,0
CD,148,9,0,0,0,0
CD,148,9,0,0,0,0
CD,148,10,3,0,3,0
CD,148,9,2,0,2,0
CD,148,5,2,0,2,0
CD,148,2,0,0,0,0
CD,148,0,0,0,0,0
CD,149,19,4,0,2,2
CD,149,37,24,0,18,6
CD,149,5,2,0,2,0
CD,149,10,5,0,3,2
CD,149,6,2,0,2,0
CD,149,4,0,0,0,0
CD,149,4,0,0,0,0
CD,149,2,0,0,0,0
CD,149,2,0,0,0,0
CD,149,1,0,0,0,0
CD,150,20,5,0,2,3
CD,150,20,9,0,9,0
CD,150,20,12,4,6,2
CD,150,5,0,0,0,0
CD,150,7,0,0,0,0
CD,150,1,0,0,0,0
CD,150,0,0,0,0,0
CD,151,19,11,0,10,1
CD,151,17,2,0,2,0
CD,151,10,2,0,0,2
CD,151,5,4,0,4,0
CD,151,10,2,0,2,0
CD,151,5,3,0,3,0
CD,151,4,0,0,0,0
CD,152,13,4,0,4,0
CD,152,8,2,0,2,0
CD,152,3,0,0,0,0
CD,153,22,7,0,4,3
CD,153,18,4,0,0,4
CD,153,7,0,0,0,0
CD,154,25,11,0,11,0
CD,154,28,16,0,12,4
CD,154,9,0,0,0,0
CD,154,4,2,0,0,2
CD,154,5,0,0,0,0
CD,154,5,0,0,0,0
CD,154,5,0,0,0,0
CD,154,2,0,0,0,0
CD,154,2,2,0,0,2
CD,154,0,0,0,0,0
CD,155,3,0,0,0,0
CD,156,2,0,0,0,0
CD,156,20,13,0,10,3
CD,156,27,17,0,11,6
CD,156,12,4,0,4,0
CD,156,10,6,0,6,0
CD,156,15,7,0,7,0
CD,156,8,0,0,0,0
CD,156,7,2,0,2,0
CD,156,4,0,0,0,0
CD,156,0,0,0,0,0
CD,156,0,0,0,0,0
CD,157,29,15,0,15,0
CD,157,8,2,0,2,0
CD,157,9,0,0,0,0
CD,157,6,2,0,2,0
CD,157,3,0,0,0,0
CD,157,6,2,0,2,0
CD,157,2,0,0,0,0
CD,158,12,4,0,2,2
CD,158,13,0,0,0,0
CD,158,9,4,0,4,0
CD,158,5,0,0,0,0
CD,158,4,0,0,0,0
CD,158,4,2,0,2,0
CD,158,5,2,0,0,2
CD,158,5,5,0,3,2
CD,159,16,4,0,4,0
CD,159,2,0,0,0,0
CD,159,4,0,0,0,0
CD,159,12,6,0,6,0
CD,160,18,6,0,4,2
CD,160,3,0,0,0,0
CD,160,15,0,0,0,0
CD,160,11,2,0,2,0
CD,160,8,0,0,0,0
CD,160,11,0,0,0,0
CD,160,9,4,0,4,0
CD,160,5,2,0,0,2
CD,160,3,2,0,2,0
CD,161,14,0,0,0,0
CD,161,12,6,0,2,4
CD,161,10,0,0,0,0
CD,161,2,0,0,0,0
CD,162,13,0,0,0,0
CD,162,18,3,0,3,0
CD,162,9,2,0,0,2
CD,162,8,3,0,3,0
CD,162,5,0,0,0,0
CD,162,2,0,0,0,0
CD,163,3,0,0,0,0
CD,163,9,0,0,0,0
CD,163,1,0,0,0,0
CD,164,11,2,0,0,2
CD,164,10,6,0,6,0
CD,164,7,4,0,4,0
CD,164,2,0,0,0,0
CD,164,1,0,0,0,0
CD,165,15,0,0,0,0
CD,165,16,2,0,2,0
CD,165,23,4,0,4,0
CD,165,13,10,0,8,2
CD,165,12,7,0,6,1
CD,165,6,2,0,2,0
CD,165,1,0,0,0,0
CD,166,4,0,0,0,0
CD,166,4,2,0,2,0
CD,166,8,2,0,2,0
CD,166,3,0,0,0,0
CD,166,2,0,0,0,0
CD,166,1,0,0,0,0
CD,167,12,5,0,3,2
CD,167,24,8,0,8,0
CD,167,8,3,0,3,0
CD,167,19,11,0,9,2
CD,167,4,0,0,0,0
CD,167,2,0,0,0,0
CD,167,2,0,0,0,0
CD,168,7,0,0,0,0
CD,168,12,8,0,6,2
CD,168,5,0,0,0,0
CD,168,8,2,0,2,0
CD,168,6,0,0,0,0
CD,169,19,14,0,12,2
CD,169,18,6,0,4,2
CD,170,27,12,0,10,2
CD,170,2,0,0,0,0
CD,170,7,2,0,0,2
CD,170,11,4,0,4,0
CD,170,5,0,0,0,0
CD,170,8,0,0,0,0
CD,170,11,6,0,4,2
CD,170,5,2,0,2,0
CD,170,4,2,0,2,0
CD,170,6,2,0,0,2
CD,171,9,0,0,0,0
CD,172,21,5,0,2,3
CD,172,18,8,0,8,0
CD,172,15,5,0,5,0
CD,172,12,6,0,6,0
CD,172,8,0,0,0,0
CD,172,11,6,0,2,4
CD,172,5,0,0,0,0
CD,172,2,0,0,0,0
CD,172,7,6,0,6,0
CD,172,5,0,0,0,0
CD,172,1,0,0,0,0
CD,172,2,0,0,0,0
CD,172,1,0,0,0,0
CD,173,20,10,0,8,2
CD,173,13,6,0,4,2
CD,173,10,0,0,0,0
CD,173,15,6,0,2,4
CD,173,20,4,0,4,0
CD,173,14,4,0,4,0
CD,173,1,0,0,0,0
CD,174,20,11,0,10,1
CD,174,18,0,0,0,0
CD,174,10,0,0,0,0
CD,174,23,14,2,4,8
CD,174,14,5,0,4,1
CD,174,7,4,0,4,0
CD,175,35,19,0,15,4
CD,175,22,4,0,2,2
CD,175,10,2,0,2,0
CD,175,3,0,0,0,0
CD,176,16,5,0,5,0
CD,176,8,4,0,4,0
CD,176,12,0,0,0,0
CD,176,2,0,0,0,0
CD,176,2,0,0,0,0
CD,176,1,0,0,0,0
CD,177,16,2,0,0,2
CD,177,5,0,0,0,0
CD,177,3,0,0,0,0
CD,177,7,2,0,0,2
CD,177,4,0,0,0,0
CD,177,10,4,0,4,0
CD,177,1,0,0,0,0
CD,178,25,7,0,3,4
CD,178,7,2,0,2,0
CD,178,18,2,0,0,2
CD,178,16,8,0,4,4
CD,178,8,0,0,0,0
CD,178,10,2,0,2,0
CD,178,6,2,0,0,2
CD,178,3,0,0,0,0
CD,178,2,0,0,0,0
CD,178,0,0,0,0,0
CD,179,7,3,0,2,1
CD,179,7,0,0,0,0
CD,179,7,0,0,0,0
CD,179,4,0,0,0,0
CD,179,3,0,0,0,0
CD,179,3,2,0,2,0
CD,180,14,2,0,2,0
CD,180,17,4,0,2,2
CD,180,7,0,0,0,0
CD,180,2,0,0,0,0
CD,180,4,0,0,0,0
CD,181,21,4,0,4,0
CD,181,6,0,0,0,0
CD,181,18,5,0,5,0
CD,181,1,0,0,0,0
CD,181,1,0,0,0,0
CD,181,0,0,0,0,0
CD,183,23,12,0,8,4
CD,183,23,11,0,9,2
CD,183,12,4,0,2,2
CD,183,12,2,0,2,0
CD,184,15,7,0,6,1
CD,184,16,2,0,0,2
CD,184,21,14,0,12,2
CD,184,19,7,0,5,2
CD,184,9,4,0,4,0
CD,185,13,6,0,4,2
CD,185,15,6,0,4,2
CD,185,17,9,0,8,1
CD,185,19,8,0,8,0
CD,185,11,2,0,2,0
CD,185,18,6,0,4,2
CD,185,6,0,0,0,0
CD,185,3,0,0,0,0
CD,185,6,0,0,0,0
CD,185,5,0,0,0,0
CD,185,11,0,0,0,0
CD,185,4,0,0,0,0
CD,186,9,0,0,0,0
CD,186,14,3,0,0,3
CD,186,9,2,0,0,2
CD,186,11,4,0,4,0
CD,186,10,3,0,3,0
CD,187,28,13,0,13,0
CD,187,16,4,0,2,2
CD,187,7,0,0,0,0
CD,187,7,2,0,0,2
CD,187,2,2,0,2,0
CD,187,6,2,0,2,0
CD,188,12,2,0,2,0
CD,188,3,2,0,0,2
CD,189,5,0,0,0,0
CD,189,17,9,0,6,3
CD,189,8,4,0,4,0
CD,189,13,3,0,2,1
CD,189,9,0,0,0,0
CD,189,5,0,0,0,0
CD,189,4,2,0,2,0
CD,189,2,0,0,0,0
CD,190,30,18,0,18,0
CD,190,5,0,0,0,0
CD,190,7,2,0,2,0
CD,190,2,0,0,0,0
CD,191,28,16,2,11,3
CD,191,16,2,0,0,2
CD,191,7,3,0,2,1
CD,191,12,4,0,3,1
CD,191,6,0,0,0,0
CD,191,5,0,0,0,0
CD,192,16,7,0,4,3
CD,192,6,2,0,2,0
CD,192,7,0,0,0,0
CD,192,5,0,0,0,0
CD,192,4,3,0,3,0
CD,192,4,0,0,0,0
CD,192,5,2,0,0,2
CD,193,20,11,0,11,0
CD,193,17,9,0,7,2
CD,193,16,2,0,2,0
CD,193,6,0,0,0,0
CD,193,4,0,0,0,0
CD,193,1,0,0,0,0
CD,194,33,14,0,9,5
CD,194,12,4,0,2,2
CD,194,27,15,0,7,8
CD,194,16,7,0,7,0
CD,194,5,0,0,0,0
CD,194,9,5,0,3,2
CD,194,4,0,0,0,0
CD,194,10,2,0,2,0
CD,194,5,0,0,0,0
CD,194,4,0,0,0,0
CD,195,22,9,2,5,2
CD,195,27,7,0,7,0
CD,195,7,4,0,4,0
CD,195,8,2,0,2,0
CD,195,3,2,0,2,0
CD,196,7,0,0,0,0
CD,196,8,4,0,2,2
CD,196,10,5,0,5,0
CD,196,5,2,0,2,0
CD,196,1,0,0,0,0
CD,197,17,7,0,5,2
CD,197,19,11,0,11,0
CD,197,4,0,0,0,0
CD,197,8,0,0,0,0
CD,197,3,2,0,2,0
CD,197,2,0,0,0,0
CD,198,26,16,0,13,3
CD,198,8,0,0,0,0
CD,198,6,4,0,4,0
CD,198,7,2,0,2,0
CD,198,3,0,0,0,0
CD,198,4,0,0,0,0
CD,198,8,0,0,0,0
CD,198,2,0,0,0,0
CD,198,2,0,0,0,0
CD,199,9,0,0,0,0
CD,199,17,2,0,2,0
CD,199,9,4,0,4,0
CD,199,9,0,0,0,0
CD,199,16,7,0,7,0
CD,199,9,2,0,2,0
CD,200,13,2,0,2,0
CD,200,14,5,0,5,0
CD,200,11,6,0,6,0
CD,200,6,3,0,3,0
